aren't,NOT
can't,NOT
couldn't,NOT
didn't,NOT
doesn't,NOT
don't,NOT
hadn't,NOT
hasn't,NOT
haven't,NOT
he'll,he will
he's,he is
how'd,how did
i'm,i am
i'd,I would
isn't,NOT
let's,let us
mightn't,NOT
mustn't,NOT
needn't,NOT
oughta,ought to
shan't,NOT
she's,she is
shouldn't,NOT
they're,they are
that's,that is
wasn't,NOT
we're,we are
we've,we have
weren't,NOT
what'd,what did
what's,what is
when'd,when did
who'd,who did
why'd,why did
won't,NOT
wouldn't,NOT
you're,you are
